ticket_id,product,category,issue_description,resolution_notes,ticket_created_date,clean_text,sentiment,topic
6943,CRM Platform,Login Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-07-02,experiencing slow performance using dashboard provided stepbystep troubleshooting instructions issue resolved,negative,14
6944,Cloud Storage,Account Suspension,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,2022-12-17,would like request refund recent charge subscription status corrected confirmation email sent customer,neutral,92
6945,E-commerce Store,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Data synchronization restored after backend service restart.,2022-09-28,seems discrepancy billing statement month data synchronization restored backend service restart,neutral,31
6946,Payment Gateway,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,2024-05-13,payment deducted bank account transaction shows failed security settings updated customer notified precautionary measures,negative,71
6947,E-commerce Store,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,2024-06-07,twofactor authentication codes delivered phone security settings updated customer notified precautionary measures,neutral,78
6948,Payment Gateway,Bug Report,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,2023-06-15,would like request refund recent charge data synchronization restored backend service restart,neutral,21
6949,E-commerce Store,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,2024-02-11,twofactor authentication codes delivered phone duplicate charge reversed refund processed within 35 business days,neutral,17
6950,Billing System,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-07-25,seems discrepancy billing statement month duplicate charge reversed refund processed within 35 business days,neutral,18
6951,Payment Gateway,Login Issue,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,2023-08-30,application crashes whenever try upload file security settings updated customer notified precautionary measures,neutral,37
6952,Payment Gateway,Login Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,2023-10-01,found bug latest update affecting report generation data synchronization restored backend service restart,positive,30
6953,Billing System,Subscription Cancellation,I found a bug in the latest update affecting report generation.,Subscription status corrected and confirmation email sent to customer.,2022-09-16,found bug latest update affecting report generation subscription status corrected confirmation email sent customer,positive,33
